Date,Close,High,Low,Open,Volume,Year,Month,Day,MA5,MA10,MA20,RSI,MACD,Signal_Line,MACD_Histogram,VWAP,SMA,Std_dev,Upper_band,Lower_band,Relative_Performance,ROC,ATR,Close_yes,Open_yes,High_yes,Low_yes
2020-01-31,155.364990234375,159.57156094430056,153.67877075509796,159.57156094430056,5500000,2020.0,1.0,31.0,157.88357849121093,160.20750427246094,160.50079727172852,39.41851885310058,-1.147640760116218,-0.6436784419647541,-0.5039623181514639,159.94372485971638,160.16131057739258,2.406535426365791,164.97438143012417,155.348239724661,52.24298498622196,-2.8709263167895904,2.7016628914894363,159.95724487304688,155.88522046627256,160.3429288805597,155.88522046627256
2020-02-03,153.660888671875,157.51764747001909,153.07788038227605,156.4772269628804,3542700,2020.0,2.0,3.0,157.1821746826172,159.3966827392578,160.16131057739258,30.1871030598017,-1.4909617050058728,-0.8131350945729778,-0.6778266104328949,159.5603348785659,159.82317352294922,2.8091652876437068,165.44150409823663,154.2048429476618,51.28896220210183,-1.0968375564722077,2.848373302888604,155.364990234375,159.57156094430056,159.57156094430056,153.67877075509796
2020-02-04,157.14990234375,157.91227876703272,156.0646193711282,156.13637486143017,2992500,2020.0,2.0,4.0,156.78394775390626,158.32845001220704,159.82317352294922,40.702532849161,-1.4646284577470112,-0.9434337672077846,-0.5211946905392266,159.4421799048328,159.72002716064452,2.8699702757718883,165.4599677121883,153.98008660910074,51.66608590887625,2.27059318869709,3.039289133189708,153.660888671875,156.4772269628804,157.51764747001909,153.07788038227605
2020-02-05,158.6657257080078,159.32048956847663,157.32034076299036,158.67470369999117,2818100,2020.0,2.0,5.0,156.73910217285157,157.81541290283204,159.72002716064452,43.52827541797944,-1.3063856912900462,-1.016024152024237,-0.2903615392658092,159.40791919119127,159.6881881713867,2.8783658656838624,165.44491990275444,153.931456440019,51.56891073692693,0.9645716234313096,3.0284005406275543,157.14990234375,156.13637486143017,157.91227876703272,156.0646193711282
2020-02-06,158.1724090576172,159.65232683762625,158.00199146281193,159.65232683762625,2427500,2020.0,2.0,6.0,156.95975036621093,157.53288726806642,159.6881881713867,39.6714663305019,-1.2068716248231226,-1.054193646584014,-0.1526779782391085,159.36267855473855,159.62495803833008,2.897997010593784,165.42095205951765,153.8289640171425,51.23617434635243,-0.3109156991463191,3.0335243981741478,158.6657257080078,158.67470369999117,159.32048956847663,157.32034076299036
2020-02-07,157.212646484375,158.5042176638254,156.69242955454317,157.7238991120564,3254500,2020.0,2.0,7.0,156.602783203125,157.24318084716796,159.62495803833008,36.15460326132365,-1.191713497396023,-1.0816976167464158,-0.1100158806496072,159.26206906453817,159.4549903869629,2.93649059170018,165.32797157036325,153.58200920356254,51.19814970682192,-0.6067825475760347,3.0476193922640795,158.1724090576172,159.65232683762625,159.65232683762625,158.00199146281193
2020-02-10,158.71051025390625,158.86298551019817,156.16325240886832,156.8897577948302,2399700,2020.0,2.0,10.0,156.972314453125,157.0772445678711,159.4549903869629,42.913089101664646,-1.04676898292621,-1.0747118899823749,0.0279429070561647,159.24367293622055,159.37740478515624,2.934538426170449,165.24648163749714,153.50832793281535,51.30294788741148,0.9527628998218683,3.0591507739588195,157.212646484375,157.7238991120564,158.5042176638254,156.69242955454317
2020-02-11,160.68373107910156,161.3923078299094,158.93473417197654,159.8765059484153,2948500,2020.0,2.0,11.0,157.98223876953125,157.38309326171876,159.37740478515624,48.469349375113566,-0.7638715455576062,-1.0125438210974211,0.2486722755398149,159.30036420242826,159.28232803344727,2.854858481423978,164.99204499629522,153.57261107059932,51.85094422213261,1.2432830201595024,3.118090807907673,158.71051025390625,156.8897577948302,158.86298551019817,156.16325240886832
2020-02-12,162.5045623779297,162.91715313159898,160.59412499127598,160.97979545395552,2950800,2020.0,2.0,12.0,158.68900451660156,157.71405334472655,159.28232803344727,52.583989977250994,-0.3882716657120681,-0.8876893900203506,0.4994177243082824,159.421818319704,159.3150657653809,2.8893955749236584,165.09385691522817,153.53627461553356,52.10281112253416,1.1331771341130723,3.187282165546756,160.68373107910156,159.8765059484153,161.3923078299094,158.93473417197654
2020-02-13,161.55380249023438,162.2982503889449,160.2712088828154,161.74216238415758,1985700,2020.0,2.0,13.0,159.45677185058594,158.20826110839843,159.3150657653809,55.055760242463855,-0.1654176008547949,-0.7432350321872395,0.5778174313324446,159.47484713172577,159.28771057128907,2.864111849879947,165.01593427104896,153.55948687152917,51.8533033420131,-0.5850665813825984,3.1052795167838343,162.5045623779297,160.97979545395552,162.91715313159898,160.59412499127598
2020-02-14,162.17269897460938,163.11447117268685,161.42825099654672,161.90361924859246,2489000,2020.0,2.0,14.0,160.13305053710937,158.3679168701172,159.28771057128907,63.62956730631228,0.0604389227966635,-0.582500241190459,0.6429391639871225,159.55641590186832,159.22268524169922,2.777539813985411,164.77776486967005,153.6676056137284,51.96869482865976,0.3830900138747317,2.991240710792277,161.55380249023438,161.74216238415758,162.2982503889449,160.2712088828154
2020-02-18,160.92596435546875,161.88567878125522,160.50440934230528,161.53587926883898,1818600,2020.0,2.0,18.0,161.12506103515625,159.04868774414064,159.22268524169922,57.57459794329717,0.1372486634719507,-0.438550460257977,0.5757991237299278,159.58601686807415,159.05182266235352,2.541003382519702,164.13382942739293,153.9698158973141,51.70239616251615,-0.7687697294449181,2.885533177666486,162.17269897460938,161.90361924859246,163.11447117268685,161.42825099654672
2020-02-19,162.21751403808594,162.95298387075246,160.99769806243077,161.2936843307104,2464500,2020.0,2.0,19.0,161.56815185546876,159.7751953125,159.05182266235352,59.48114040212924,0.2988927522044378,-0.2910618177654941,0.5899545699699319,159.66090021611583,159.0486846923828,2.53684196706401,164.12236862651082,153.9750007582548,51.86935508832696,0.8025738343653943,2.884249432889874,160.92596435546875,161.53587926883898,161.88567878125522,160.50440934230528
2020-02-20,162.07400512695312,163.4283677978377,160.55820286364985,162.28029361258615,2336800,2020.0,2.0,20.0,161.87490844726562,160.2819564819336,159.0486846923828,54.746601993570096,0.4106827917511566,-0.1507128958621639,0.5613956876133206,159.72430009306603,159.07783584594728,2.5695230734755565,164.21688199289838,153.93878969899615,52.037254341728136,-0.0884669648550495,2.770853470025638,162.21751403808594,161.2936843307104,162.95298387075246,160.99769806243077
2020-02-21,161.33851623535156,162.33410132893172,160.324988849412,161.09634318935662,1940400,2020.0,2.0,21.0,161.7887969970703,160.62278442382814,159.07783584594728,66.19643024109236,0.4349159562625289,-0.0335871254372253,0.4685030816997543,159.7587644972883,159.09128799438477,2.58117644209275,164.25364087857028,153.92893511019926,52.34010979785252,-0.4537981837528182,2.465899067280696,162.07400512695312,162.28029361258615,163.4283677978377,160.55820286364985
2020-02-24,157.2036895751953,159.08721956217448,155.5802612223854,156.45924188297565,3204300,2020.0,2.0,24.0,161.74573974609376,160.93939514160155,159.09128799438477,58.48713410403694,0.1191020244426113,-0.003049295461258,0.1221513199038693,159.67174706481222,159.00787200927735,2.615366984252351,164.23860597778204,153.77713804077266,52.748151549303046,-2.5628267549731243,2.560076776225206,161.33851623535156,161.09634318935662,162.33410132893172,160.324988849412
2020-02-25,150.50364685058594,158.35172126055141,149.63363064969047,157.53551823728563,4092200,2020.0,2.0,25.0,160.75193786621094,160.9384994506836,159.00787200927735,36.20114060948666,-0.6641641739543047,-0.1352722711598674,-0.5288919027944373,159.2896129338575,158.75045318603514,3.1597599914397243,165.0699731689146,152.4309332031557,52.078079364921805,-4.262013660566499,2.8791268130611507,157.2036895751953,156.45924188297565,159.08721956217448,155.5802612223854
2020-02-26,149.94761657714844,154.34254854406376,149.57988846017588,151.21228159545825,3411700,2020.0,2.0,26.0,158.66747436523437,160.11781311035156,158.75045318603514,31.14826795690581,-1.3146211412465618,-0.3711420451772063,-0.9434790960693556,158.97588378858606,158.3791275024414,3.7172116965078743,165.81355089545715,150.94470410942566,52.07723524543155,-0.3694463789236324,3.064274874429811,150.50364685058594,157.53551823728563,158.3517212605514,149.63363064969047
2020-02-27,143.878662109375,150.4436039112459,143.85160987404066,146.99880583826618,3951300,2020.0,2.0,27.0,156.21349487304687,159.04420166015626,158.3791275024414,25.096675161355662,-2.293390105742361,-0.7555916572902373,-1.537798448452124,158.4106734842812,157.6949363708496,4.9352109444678645,167.56535825978534,147.82451448191387,52.31922899922087,-4.047383083712397,3.41725049317202,149.94761657714844,151.21228159545825,154.34254854406376,149.57988846017588
2020-02-28,146.2412872314453,146.2412872314453,135.82575209617,138.6483206863623,9558100,2020.0,2.0,28.0,152.57442626953124,157.18161163330078,157.6949363708496,31.77595818161818,-2.8456248675526865,-1.1735982993427272,-1.672026568209959,157.40011131692978,157.00913848876954,5.52235408617921,168.05384666112795,145.96443031641112,53.40272777654017,1.642095559850465,4.031803852171527,143.878662109375,146.99880583826618,150.4436039112459,143.85160987404066
2020-03-02,148.10797119140625,149.22616670874677,142.11114136036477,147.07091860286272,6744900,2020.0,3.0,2.0,149.55498046875,155.65036010742188,157.00913848876954,32.60176313991943,-3.0969493950418894,-1.5582685184825598,-1.5386808765593296,156.88573362246908,156.6462875366211,5.863921078637902,168.3741296938969,144.9184453793453,51.8394051523639,1.2764411441528625,4.347181869818109,146.2412872314453,138.6483206863623,146.2412872314453,135.82575209617
2020-03-03,145.98880004882812,151.66097606723406,144.7894339847695,148.14404833054823,6108500,2020.0,3.0,3.0,147.7358367919922,154.24388732910157,156.6462875366211,26.00130478749358,-3.4276138949608423,-1.9321375937782164,-1.495476301182626,156.36551564760012,156.26268310546874,6.303934543693311,168.87055219285537,143.6548140180821,52.603844451105786,-1.4308285540144403,4.646449334565353,148.10797119140625,147.07091860286272,149.22616670874675,142.11114136036477
2020-03-04,154.3753662109375,155.04267307345862,148.12603799382876,148.7031753192726,4532500,2020.0,3.0,4.0,146.83286743164064,152.7501708984375,156.26268310546874,39.06832423035774,-2.978606571196792,-2.141431389261932,-0.8371751819348603,156.29743052851111,156.12395629882812,6.313903323694374,168.75176294621687,143.49614965143937,53.38194642675296,5.74466408334362,5.127223969158744,145.98880004882812,148.14404833054823,151.66097606723406,144.7894339847695
2020-03-05,148.7211456298828,151.41746534441174,147.18812661146828,150.14595575006638,5394700,2020.0,3.0,5.0,147.71841735839843,151.96595611572266,156.12395629882812,34.68119249761838,-3.0439249072356347,-2.3219300928566726,-0.7219948143789621,156.0010027792211,155.62672729492186,6.492256151765146,168.61123959845216,142.64221499139157,53.19505819065428,-3.662644319385,5.481072976612667,154.3753662109375,148.7031753192726,155.04267307345862,148.12603799382876
2020-03-06,147.9186248779297,148.9015594668624,142.10216029126258,143.21134323326888,5021600,2020.0,3.0,6.0,148.6869140625,150.63067016601562,155.62672729492186,33.058665686868,-3.1244303882510565,-2.4824301519355494,-0.6420002363155071,155.71698806942817,155.1140380859375,6.682718291849806,168.4794746696371,141.74860150223788,53.79734893364765,-0.5396144230561117,5.846300048002647,148.7211456298828,150.14595575006638,151.41746534441174,147.18812661146828
2020-03-09,137.8457489013672,141.81356554012535,135.0322066942491,137.52110835746615,5849000,2020.0,3.0,9.0,149.0223815917969,149.28868103027344,155.1140380859375,27.32568441105107,-3.9554327046897697,-2.7770306624863936,-1.178402042203376,155.01428095486082,154.14569320678712,7.689882517919503,169.52545824262612,138.76592817094811,54.38069718779265,-6.809741494605682,6.647594944529538,147.9186248779297,143.21134323326888,148.9015594668624,142.10216029126258
2020-03-10,145.80845642089844,146.0339008735846,138.28763278169757,140.54207730855902,5477600,2020.0,3.0,10.0,146.96993713378907,147.35288696289064,154.14569320678712,35.74766875361151,-3.9262250000032,-3.006869529989755,-0.9193554700134444,154.6873273574106,153.5005905151367,7.826743567455755,169.1540776500482,137.8471033802252,54.691999380947,5.7765347012832535,7.087675834310517,137.8457489013672,137.52110835746615,141.81356554012535,135.0322066942491
2020-03-11,138.32369995117188,142.01196795100833,136.67344488111425,141.42581786909196,4826900,2020.0,3.0,11.0,146.93386840820312,146.88336791992188,153.5005905151367,31.70449031636832,-4.455672756024626,-3.296630175196729,-1.1590425808278964,154.19073814474757,152.38258895874023,8.327640506707894,169.03786997215602,135.72730794532444,54.54341102048402,-5.133280094619941,7.535164877567398,145.80845642089844,140.54207730855902,146.0339008735846,138.28763278169757
2020-03-12,121.6047134399414,131.19059985886105,121.234981325863,129.30588799934048,7170500,2020.0,3.0,12.0,143.72353515625,145.72097625732422,152.38258895874023,25.4399016235825,-6.153413679660673,-3.8679868760895184,-2.2854268035711547,152.78507894471645,150.3375965118408,10.460013397306172,171.25762330645316,129.41756971722847,53.024010446336575,-12.086856060915274,8.612279602266623,138.32369995117188,141.42581786909196,142.01196795100833,136.67344488111425
2020-03-13,134.734619140625,134.97808922989358,124.46337094999653,128.18770376178034,6324800,2020.0,3.0,13.0,138.3002487182617,143.49358139038085,150.3375965118408,37.50135805629552,-6.366028322572703,-4.367595165386156,-1.9984331571865468,152.12344721060276,148.99663734436035,10.663543209124878,170.32372376261011,127.6695509261106,54.12240116527239,10.797201300234338,9.156216800622769,121.6047134399414,129.30588799934048,131.19059985886105,121.234981325863
2020-03-16,121.98346710205078,129.16160952183932,111.82944879221678,115.42753970505541,5891000,2020.0,3.0,16.0,135.66344757080077,142.34291458129883,148.99663734436035,35.13600947937023,-7.47724533280234,-4.9895251988693925,-2.487720133932948,151.12842291527244,146.98717575073243,11.77833866002636,170.54385307078516,123.43049843067972,55.02090424612295,-9.463901794434593,10.169579639019,134.734619140625,128.18770376178034,134.97808922989358,124.46337094999652
2020-03-17,118.85431671142578,128.02539528000344,117.40245390400864,122.84918575789943,8524800,2020.0,3.0,17.0,132.4909912109375,139.73046417236327,146.98717575073243,34.2182456097415,-8.512265012059999,-5.694073161507514,-2.818191850552484,149.65688056232327,144.88359336853028,12.864726812815084,170.61304699416044,119.15413974290011,50.86328150864702,-2.565224997258986,10.588171159883782,121.98346710205078,115.4275397050554,129.16160952183932,111.82944879221678
2020-03-18,107.86163330078125,111.9376655551695,91.16972582960965,109.94473762583195,7633900,2020.0,3.0,18.0,127.10016326904297,137.01701583862305,144.88359336853028,32.58936770752764,-10.103081215039111,-6.575874772213834,-3.5272064428252774,148.01731853459742,142.16579933166503,14.630457337784756,171.42671400723452,112.90488465609552,48.62080938341549,-9.248871824600524,12.09478522021313,118.85431671142578,122.84918575789943,128.02539528000344,117.40245390400864
2020-03-19,107.27548217773438,110.39563242132807,101.01714228242342,106.18433190688367,6814100,2020.0,3.0,19.0,121.00774993896484,132.36564254760742,142.16579933166503,30.83476728806039,-11.28107085151892,-7.516913988074851,-3.764156863444068,146.63897762842345,139.4258731842041,15.791085132516988,171.00804344923807,107.84370291917014,48.25404900502534,-0.5434287476551947,12.020710577615224,107.86163330078124,109.94473762583196,111.9376655551695,91.16972582960965
