Date,Close,High,Low,Open,Volume,Year,Month,Day,MA5,MA10,MA20,RSI,MACD,Signal_Line,MACD_Histogram,VWAP,SMA,Std_dev,Upper_band,Lower_band,Relative_Performance,ROC,ATR,Close_yes,Open_yes,High_yes,Low_yes
2020-01-31,90.45980072021484,92.47940625772583,90.10284158332414,92.16002931072138,8780300,2020.0,1.0,31.0,94.06879119873048,95.8798698425293,95.8249179840088,31.688108455900178,-0.848678222182798,-0.2066170438429506,-0.6420611783398473,95.36316597580696,95.54780883789064,1.9410603878932968,99.42992961367722,91.66568806210404,30.417985440308005,-1.9248354494898807,1.69889062057412,92.23517608642578,93.01483449804992,93.70056610510056,91.46490605523742
2020-02-03,93.24966430664062,94.79959977150094,92.59211940237356,92.99604189119532,9727000,2020.0,2.0,3.0,92.99229125976562,95.2157455444336,95.54780883789064,39.87381685515404,-0.880091589466673,-0.3413119529676951,-0.5387796364989779,95.20728775189724,95.423344039917,2.006852640052544,99.43704932002208,91.40963875981193,31.12489163195477,3.084092120714055,1.9068894776669416,90.45980072021484,92.16002931072138,92.47940625772584,90.10284158332414
2020-02-04,95.23172760009766,96.54682493255223,95.11900968114983,95.72959135336487,6559600,2020.0,2.0,4.0,92.8100570678711,94.72164306640624,95.423344039917,45.07042473226746,-0.736560357068953,-0.4203616337879467,-0.3161987232810062,95.2084457269765,95.40220909118652,2.0065167102245764,99.41524251163568,91.38917567073736,31.309282067988693,2.125544695731296,2.026322711171546,93.24966430664062,92.99604189119532,94.79959977150094,92.59211940237356
2020-02-05,94.44265747070312,95.78593405489758,93.49390786926999,95.58867056351691,6108300,2020.0,2.0,5.0,92.99229431152344,94.42105102539062,95.40220909118652,43.11085469299042,-0.6786590273977282,-0.4720211125099031,-0.2066379148878251,95.17608623827792,95.34397010803222,2.017122260203012,99.37821462843824,91.3097255876262,30.69538144506184,-0.8285790348233957,2.1081812997324,95.23172760009766,95.72959135336488,96.54682493255224,95.11900968114983
2020-02-06,94.18901824951172,95.37260624369803,94.08569590745999,94.78081582995584,5641800,2020.0,2.0,6.0,93.1238052368164,94.05000686645508,95.34397010803222,40.32453254527268,-0.6457940599452456,-0.5067757019969716,-0.139018357948274,95.139008813019,95.28384971618652,2.033485917216318,99.35082155061916,91.21687788175387,30.51028298358809,-0.268564256856163,2.147767329458103,94.44265747070312,95.58867056351691,95.78593405489758,93.49390786927
2020-02-07,93.40936279296875,94.31114176079674,92.96786527225353,93.75691918158971,4121800,2020.0,2.0,7.0,93.5145736694336,93.79168243408203,95.28384971618652,33.77947889177277,-0.6748804146289871,-0.5403966445233748,-0.1344837701056123,95.09280995725392,95.18803482055664,2.0761119749339016,99.34025877042444,91.03581087068883,30.419859007771137,-0.8277562193902743,2.1625281615674967,94.18901824951172,94.78081582995584,95.37260624369804,94.08569590746
2020-02-10,93.95417785644531,94.41446644673255,92.99603999169783,93.20269900501833,4213900,2020.0,2.0,10.0,94.10448608398436,93.548388671875,95.18803482055664,35.94326863325658,-0.646516893552544,-0.5616206943292087,-0.0848961992233353,95.0625439908752,95.14670333862304,2.0928069893923493,99.33231731740774,90.96108935983834,30.370555060673237,0.5832553045930666,2.204798897747665,93.40936279296876,93.75691918158972,94.31114176079674,92.96786527225352
2020-02-11,93.95417785644531,94.26416637642608,93.40935801833884,94.00114842009154,4871800,2020.0,2.0,11.0,94.24538879394532,93.5277229309082,95.14670333862304,36.14383636483567,-0.6169270477684137,-0.5726819650170497,-0.0442450827513639,95.02949834323653,95.04619140625,2.099729180984995,99.24564976822,90.84673304428,30.318021636382525,0.0,2.1853402720057717,93.95417785644533,93.20269900501832,94.41446644673256,92.99603999169784
2020-02-12,96.75347137451172,96.82862142180161,94.3487271948591,94.63052912214172,8075600,2020.0,2.0,12.0,93.98987884521485,93.49108657836912,95.04619140625,49.94329846829894,-0.3634081466642271,-0.5308272013464852,0.167419054682258,95.1106872806592,95.0499481201172,2.102867880222807,99.2556838805628,90.84421235967156,31.021454233092676,2.9794242064929977,2.2651882110963637,93.95417785644533,94.00114842009154,94.26416637642608,93.40935801833884
2020-02-13,97.10104370117188,97.44860015941558,95.51353285123625,96.2931985369079,5386800,2020.0,2.0,13.0,94.45204162597656,93.78792343139648,95.0499481201172,53.936553596072464,-0.1329142562460106,-0.4512446123263903,0.3183303560803797,95.17130789010788,95.0771900177002,2.126800806358508,99.3307916304172,90.82358840498316,31.166148962462785,0.3592349935588101,2.253781898144578,96.75347137451172,94.63052912214172,96.8286214218016,94.3487271948591
